YEAR_COLLECTED,BOROUGH,NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,ADDRESS,TOTAL_UNITS,GROSS_SQ_FT,SALE_PRICE
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A1,5-37 BEACH 68 STREET,1,1793,150000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A2,506 BEACH 69 STREET,1,2324,515000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A2,454 BEACH 65TH STREET,1,900,420000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A9,449 BEACH 64,1,1530,0
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A5,64-16 BEACH CHANNEL DRIVE,1,1440,480000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A5,464 BEACH 69TH STREET,1,1500,0
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A1,429 BEACH 68TH STREET,1,2594,460000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A1,69-14 ALMEDA AVENUE,1,2176,500000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A1,69-34 ALMEDA AVENUE,1,2048,430000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A1,567 BEACH 69TH STREET,1,1828,235000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A2,69-51 BURCHELL AVE,1,1428,360400
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A1,69-27 ELIZABETH AVENUE,1,1240,420000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A6,7420 HILLMEYER AVENUE,1,620,245000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A2,72-19 BURCHELL AVENUE,1,1952,310000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A9,72-09 BURCHELL AVENUE,1,1474,460000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A1,341 BEACH 73 STREET,1,1548,244000
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A1,341 BEACH 73RD STREET,1,1548,0
2020,4,ARVERNE,01 ONE FAMILY DWELLINGS,A1,328 BEACH 70TH STREET,1,1391,435000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,312 BEACH 37 STREET,2,2068,660000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,318 BEACH 37 STREET,2,2068,650000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,331 BEACH 38TH STREET,2,2068,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,4306 ROCKAWAY BEACH BLVD,2,2460,10000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,43-10 ROCKAWAY BEACH BLVD,2,2460,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B3,316 BEACH 45 STREET,2,2340,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B3,316 BEACH 45 STREET,2,2340,10
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,326 BEACH 46 STREET,2,1390,414000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,325 BEACH 46 STREET,2,2250,420000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,306 BEACH 47TH STREET,2,2160,250000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,312 BEACH 48 STREET,2,1116,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B3,216 BEACH 40 STREET,2,1308,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B3,218 BEACH 40TH ST,2,1620,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,41-13 ROCKAWAY BEACH BLVD,2,2000,410000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B1,178 BEACH 61ST STREET,2,2052,635000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,64-01 OCEAN AVENUE SOUTH,2,2515,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,178 SEA GRASS LANE,2,2515,812000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,188 WHITE SANDS WAY,2,3018,835000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,161 SEA GRASS LANE,2,3018,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,65-12 OCEAN AVENUE NORTH,2,2258,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,189 WHITE SANDS WAY,2,3174,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,6403 OCEAN AVENUE NORTH,2,3018,995000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,66-12 SEASPRAY AVENUE,2,2258,949000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,66-14 SEASPRAY AVENUE,2,2908,980000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,317 BEACH 67 STREET,2,2156,10
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,340 BEACH 69TH STREET,2,2614,400000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B1,143 BEACH 60 STREET,2,1994,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,434 BEACH 36 STREET,2,2433,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,4-31 BEACH 35 STREET,2,2068,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,403 BEACH 36TH STREET,2,2068,450000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,428 BEACH 38 STREET,2,1728,330000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,533 BEACH 43 STREET,2,2464,515000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,412 BEACH 44 STREET,2,1254,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,412 BEACH 44 STREET,2,1254,290005
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,491 BEACH 44 STREET,2,2000,605000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,426 BEACH 46 STREET,2,2592,576500
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,466 BEACH 47TH STREET,2,1650,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,414 BEACH 48TH STREET,2,1869,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,448 BEACH 48TH STREET,2,1869,650000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,62-27 DECOSTA AVENUE,2,2103,1
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,62-50 HILLMEYER ROAD,2,2284,669000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,6259 DECOSTA AVENUE,2,2223,660000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,N/A DECOSTA AVENUE,2,2223,732122
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,632 BEACH 64TH STREET,2,2068,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,65-41 BAYFIELD AVENUE,2,2256,403908
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,603 BEACH 66TH STREET,2,2150,630000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,6-04 BEACH 68 STREET,2,1900,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,642 BEACH 69 STREET,2,1848,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B3,611 BEACH 68TH STREET,2,2016,631000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,533 BEACH 63 STREET,2,1978,375180
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,562 BEACH 65TH STREET,2,1870,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,523 BEACH 64 STREET,2,2250,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,521 BEACH 64TH STREET,2,2250,515000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,5-40 BEACH 68 STREET,2,1868,470000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,551 BEACH 67 STREET,2,1890,375000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,551 BEACH 67TH STREET,2,1890,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,68-15 ALMEDA AVENUE,2,1458,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,469 BEACH 63 STREET,2,2062,420000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,4-59 BEACH 63 STREET,2,1932,326550
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,455 BEACH 68TH ST,2,2800,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B1,449 BEACH 68TH,2,4455,750000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,69-27 BAYFIELD AVENUE,2,1512,395000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,69-46 DE COSTA AVENUE,2,1890,510000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,69-49 DE COSTA AVENUE,2,2016,175000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,69-27 DE COSTA AVENUE,2,2578,645000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B9,615 BEACH 69TH STREET,2,1365,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B3,69-32 ALMEDA AVENUE,2,2176,574123
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,69-63 ALMEDA AVE,2,2100,335000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,69-49 HESSLER AVENUE,2,2336,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,74-11 HILLMEYER AVENUE,2,1874,849000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,617 BARBADOES DRIVE,2,2600,825000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,615 BARBADOES DRIVE,2,2600,825000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,611 BARBADOES DRIVE,2,2600,825000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,607 BARBADOES DRIVE,2,2600,825000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,603 BARBADOES DRIVE,2,2600,825000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,553 BEACH 72 STREET,2,1932,466440
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B3,451 BEACH 72 STREET,2,700,480000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B3,451 BEACH 72ND STREET,2,700,320000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B3,335 BEACH 73 STREET,2,1332,120000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,7024 SANDY DUNE WAY,2,2944,990000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,134 MERIDIAN BLVD,2,2944,890000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,6919 CATAMARAN WAY,2,2218,0
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,6907 CORAL REEF WAY,2,2926,890000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,6905 CORAL REEF WAY,2,2926,908800
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,1-78 BEACH 74 STREET,2,2905,875000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,73-19 ARVERNE MEWS DRIVE,2,2438,590000
2020,4,ARVERNE,02 TWO FAMILY DWELLINGS,B2,7305 SPINNAKER DRIVE,2,3498,0
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,3-29 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,327 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,325 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,323 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,321 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,319 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,317 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,3-11 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,309 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,307 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,305 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,303 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,301 BEACH 65 STREET,3,3000,13950000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,65-04 THURSBY AVENUE,3,1886,230000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,533 BEACH 66 STREET,3,2564,10000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,424 BEACH 65 STREET,3,2454,299000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,420 BEACH 69 STREET,3,2532,510000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,72-15 ALMEDA AVENUE,3,2259,0
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,345 BEACH 69 STREET,3,2814,360000
2020,4,ARVERNE,03 THREE FAMILY DWELLINGS,C0,336 BEACH 70TH ST,3,3375,0
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"188 BEACH 62ND STREET, 44A",1,0,499999
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"6006 BEACH FRONT ROAD, 91",1,0,510000
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"111 BEACH 60 STREET, 94",1,0,0
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"156 BEACH 62 STREET, 52",1,0,330000
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"146 BEACH 62 STREET, 55",1,0,280000
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"124 BEACH 62 STREET, 62",1,0,293550
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"133 BEACH 61 STREET, 85A",1,0,0
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"120 BEACH 62ND ST, 63",1,0,335000
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"108 BEACH 62 STREET, 67A",1,0,520000
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"111 BEACH 61 STREET, 78",1,0,275000
2020,4,ARVERNE,04 TAX CLASS 1 CONDOS,R3,"111 BEACH 61ST STREET, 78",1,0,218490
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,N/A ROCKAWAY BEACH BLVD,0,0,80000
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,N/A ROCKAWAY BEACH BLVD,0,0,0
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,N/A ROCKAWAY BEACH BLVD,0,0,300000
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,N/A ROCKAWAY BEACH BLVD,0,0,0
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,N/A BEACH 44 STREET,0,0,30000
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,45-01 NORTON AVENUE,0,0,200000
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,N/A BEACH 45 STREET,0,0,0
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,N/A BEACH 63 STREET,0,0,0
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,61-02 DE COSTA AVENUE,0,0,0
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,6-34 BEACH 68 STREET,0,0,400000
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,72-47 HILLMEYER AVENUE,0,0,1050000
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,72-16 BURCHELL AVENUE,0,0,493500
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,N/A BEACH 72 STREET,0,0,320000
2020,4,ARVERNE,05 TAX CLASS 1 VACANT LAND,V0,N/A BEACH 72 STREET,0,0,480000
2020,4,ARVERNE,06 TAX CLASS 1 - OTHER,G0,339 BEACH 44 STREET,1,0,540000
2020,4,ARVERNE,07 RENTALS - WALKUP APARTMENTS,C2,338 BEACH 69TH STREET,6,3808,660000
2020,4,ARVERNE,29 COMMERCIAL GARAGES,G7,72-38 ELIZABETH AVENUE,0,0,0
2020,4,ARVERNE,31 COMMERCIAL VACANT LAND,V1,N/A NORTON AVENUE,0,0,55000
2020,4,ARVERNE,31 COMMERCIAL VACANT LAND,V1,N/A ALMEDA AVENUE,0,0,277819
2020,4,ARVERNE,31 COMMERCIAL VACANT LAND,V1,N/A ALMEDA AVENUE,0,0,79960
2020,4,ARVERNE,32 HOSPITAL AND HEALTH FACILITIES,I6,64-11 BEACH CHANNEL DRIVE,1,87630,27500000
2020,4,ARVERNE,36 OUTDOOR RECREATIONAL FACILITIES,Q8,N/A BARBADOES DRIVE,0,0,95000
2020,4,ARVERNE,36 OUTDOOR RECREATIONAL FACILITIES,Q8,N/A BARBADOES DRIVE,0,0,59970
2020,4,ARVERNE,36 OUTDOOR RECREATIONAL FACILITIES,Q8,N/A BURCHELL AVENUE,0,0,362251
2020,4,ARVERNE,36 OUTDOOR RECREATIONAL FACILITIES,Q8,N/A BURCHELL AVENUE,0,0,500000
2020,4,ARVERNE,41 TAX CLASS 4 - OTHER,Z9,N/A DE COSTA AVENUE,1,3200,0
2020,4,ARVERNE,41 TAX CLASS 4 - OTHER,Z9,N/A ELIZABETH AVENUE,0,0,0
2020,4,ARVERNE,41 TAX CLASS 4 - OTHER,Z9,75-00 AMSTEL BOULEVARD,1,200,1000000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,2919 12TH STREET,1,1220,649000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,34-25 28TH STREET,1,1200,1300000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,30-72 30TH STREET,1,3370,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,S1,30-46 35TH STREET,2,2600,1550000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,28-16 37TH STREET,1,1700,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A9,35-18 ASTORIA BOULEVARD S,1,1068,850000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,S1,30-21 35TH STREET,2,3680,1650000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,30-38 36TH STREET,1,1800,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,S1,3064 37ST,2,2720,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,25-24 37TH STREET,1,1362,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,30-79 37TH STREET,1,1375,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,30-71 37TH STREET,1,1375,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,30-53 37TH STREET,1,1375,10
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,30-13 37TH STREET,1,1395,960000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,28-42 42ND STREET,1,1097,775000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,41-28 NEWTOWN ROAD,1,960,925000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,25-71 43RD STREET,1,1332,980000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,31-84 46TH STREET,1,1088,868000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,3035 44TH STREET,1,1200,600000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A9,25-22 45TH STREET,1,802,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A2,25-30 45TH STREET,1,802,367500
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,28-11A 46TH STREET,1,1584,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,3283 46TH STREET,1,1596,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A2,31-12 48 STREET,1,1389,765000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,30-10 48TH STREET,1,1215,1095000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,30-86 49TH STREET,1,2095,1185500
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,30-74 50TH STREET,1,1629,925000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A2,2531 48 STREET,1,1320,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A2,2574 49TH STREET,1,1584,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A2,3017 50 STREET,1,1669,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,20-45 49TH STREET,1,2223,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,22-34 48TH STREET,1,1008,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,21-87 47TH STREET,1,1240,999000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,22-66 46TH STREET,1,700,835000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,21-76 47TH STREET,1,1248,965000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,2109A 46TH STREET,1,1487,402500
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,21-19 46TH STREET,1,1487,835000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,46-05 21ST AVENUE,1,1633,1100000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,S1,43-20 21ST AVENUE,2,2752,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A2,20-67 43RD STREET,1,1281,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,43-15 20TH RD,1,1204,860000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,43-15 21 AVENUE,1,1302,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,43-09 20TH ROAD,1,1204,80000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,2330 41ST STREET,1,1184,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,40-20 21ST AVENUE,1,900,818000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A9,20-14 42ND STREET,1,720,725000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,20-66 41ST STREET,1,1308,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,21-39 37TH STREET,1,1575,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,21-20 38TH STREET,1,1490,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,B1,21-56 38TH STREET,2,4404,10
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,21-58 38TH STREET,1,1490,10
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,21-60 38TH STREET,1,1490,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,23-74 37TH STREET,1,1040,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,23-73 35TH STREET,1,2072,1015000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A2,23-05 35 STREET,1,1035,768000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A2,23-03 35TH STREET,1,1035,387500
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,23-50 36TH STREET,1,1290,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,20-13 36 STREET,1,1232,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,24-37 33RD STREET,1,1364,1068000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,20-45 29 STREET,1,1575,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,20-23 28TH STREET,1,960,915000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,27-01 DITMARS BOULEVARD,1,2012,1120000
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A1,25-19 CRESCENT STREET,1,1272,0
2020,4,ASTORIA,01 ONE FAMILY DWELLINGS,A5,2509 23RD AVE,1,1360,999000
