YEAR_COLLECTED,BOROUGH,NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,ADDRESS,TOTAL_UNITS,GROSS_SQ_FT,SALE_PRICE
2020,2,BATHGATE,08 RENTALS - ELEVATOR APARTMENTS,D1,417-429 CLAREMONT PARKWAY,46,"56,700","5,000,000"
2020,2,BATHGATE,08 RENTALS - ELEVATOR APARTMENTS,D1,2277 BATHGATE AVENUE,89,"81,676","4,463,828"
2020,2,BATHGATE,09 COOPS - WALKUP APARTMENTS,C6,2068-2078 BATHGATE AVENUE,,,"638,750"
2020,2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,RR,"1880 BATHGATE AVENUE, 4",52,"41,638",0
2020,2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,RR,"1880 BATHGATE AVENUE, 5",137,"92,073",0
2020,2,BATHGATE,11 SPECIAL CONDO BILLING LOTS,RR,"4215 PARK AVENUE, AFFOR",129,"101,741",10
2020,2,BATHGATE,14 RENTALS - 4-10 UNIT,S9,4417 3RD AVE,6,"6,000","1,500,000"
2020,2,BATHGATE,22 STORE BUILDINGS,K4,20-40 WEBSTER AVENUE,5,"4,925",0
2020,2,BATHGATE,22 STORE BUILDINGS,K2,2350 WASHINGTON AVE,2,"2,500",0
2020,2,BATHGATE,29 COMMERCIAL GARAGES,G7,4050 PARK AVENUE,0,0,"100,000"
2020,2,BATHGATE,29 COMMERCIAL GARAGES,G7,N/A WEBSTER AVENUE,0,0,0
2020,2,BATHGATE,29 COMMERCIAL GARAGES,G7,4290 PARK AVE,0,0,0
2020,2,BATHGATE,29 COMMERCIAL GARAGES,G7,4294 PARK AVE,0,0,0
2020,2,BATHGATE,29 COMMERCIAL GARAGES,G7,450 EAST 179 STREET,0,0,0
2020,2,BATHGATE,29 COMMERCIAL GARAGES,G7,452 EAST 179 STREET,0,0,0
2020,2,BATHGATE,29 COMMERCIAL GARAGES,G7,458 CYRUS PLACE,0,0,0
2020,2,BATHGATE,30 WAREHOUSES,E1,1620 WEBSTER AVENUE,2,35490,33072265
2020,2,BATHGATE,30 WAREHOUSES,E1,1624 WEBSTER AVENUE,1,30870,33072265
2020,2,BATHGATE,30 WAREHOUSES,E1,4583 PARK AVENUE,1,4984,1170000
2020,2,BATHGATE,30 WAREHOUSES,E2,461 EAST 186 STREET,1,1500,1120000
2020,2,BATHGATE,31 COMMERCIAL VACANT LAND,V1,417 EAST 180 STREET,0,0,224015
2020,2,BATHGATE,31 COMMERCIAL VACANT LAND,V1,N/A EAST 180 STREET,0,0,0
2020,2,BATHGATE,37 RELIGIOUS FACILITIES,M1,442 EAST 183 STREET,1,9000,0
2020,2,BATHGATE,40 SELECTED GOVERNMENTAL FACILITIES,Y3,1511 FULTON AVENUE,1,55200,10
2020,2,BATHGATE,41 TAX CLASS 4 - OTHER,Z9,549 EAST 171 STREET,1,440,10
2020,2,BATHGATE,41 TAX CLASS 4 - OTHER,V1,427 EAST 188TH STREET,0,0,2200000
2020,2,BATHGATE,43 CONDO OFFICE BUILDINGS,RB,"1880 BATHGATE AVENUE, UNIT3",1,0,0
2020,2,BATHGATE,44 CONDO PARKING,RG,"1880 BATHGATE AVENUE, UNIT2",1,0,0
2020,2,BATHGATE,46 CONDO STORE BUILDINGS,RK,"4179 3RD AVENUE, UNIT1",1,0,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1116 EAST 212 STREET,1,1920,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1114 EAST 213 STREET,1,1386,426400
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1146 E 213TH STREET,1,1018,474900
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1145 EAST 213 STREET,1,1140,365946
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1137 EAST 213 STREET,1,1637,519000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1110 EAST 214TH STREET,1,1813,482000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1135 EAST 214TH STREET,1,1732,470000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1113 EAST 214 STREET,1,1890,310000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1142 EAST 215TH STREET,1,1732,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1313 HICKS STREET,1,1701,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1140 EAST 219 STREET,1,1998,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3480 EASTCHESTER ROAD,1,1216,480000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3453 KINGSLAND AVENUE,1,1112,440000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3468 MICKLE AVENUE,1,1900,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3349 BOUCK AVENUE,1,1254,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3349 WILSON AVENUE,1,1977,487500
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3343 WILSON AVENUE,1,1938,440000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3333 WILSON AVENUE,1,1738,350000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3331 WILSON AVE,1,1738,506000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3302 BOUCK AVE,1,2230,470000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3310 BOUCK AVENUE,1,1681,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3324 BOUCK AVENUE,1,1681,430000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3328 BOUCK AVENUE,1,1681,420000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1278 GIVAN AVENUE,1,1280,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1294 GIVAN AVENUE,1,1280,474000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3276 BOUCK AVENUE,1,1782,436000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3352 WILSON AVENUE,1,1681,548000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,S1,3304 WILSON AVENUE,2,2430,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3354 FISH AVENUE,1,1585,435000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3312A FISH AVENUE,1,1260,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3233 FISH AVENUE,1,1748,559500
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3215 FISH AVENUE,1,1742,250000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3224 WILSON AVENUE,1,1400,1135173
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3242 WILSON AVENUE,1,2220,367000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3240 FISH AVENUE,1,1736,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3250 SEYMOUR AVENUE,1,1536,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3243 FENTON AVENUE,1,1408,490000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3215 FENTON AVENUE,1,1328,590000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3211 FENTON AVENUE,1,1408,527000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3243 CORSA AVENUE,1,1260,432000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3234 CORSA AVENUE,1,1260,462470
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3260 CORSA AVENUE,1,1260,475000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3247 MICKLE AVENUE,1,1260,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3216 EASTCHESTER ROAD,1,1283,620000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3320 TIEMANN AVENUE,1,1890,375180
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3320 TIEMANN AVENUE,1,1890,440000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3328 TIEMANN AVE,1,1890,525000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3354 TIEMANN AVENUE,1,1539,515000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,3332 GUNTHER AVENUE,1,948,485000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,3350 GUNTHER AVE,1,948,540000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3129 FENTON,1,1602,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3129 FENTON AVENUE,1,1602,100000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,4 FOX TERRACE,1,623,280000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3043 EASTCHESTER ROAD,1,2109,630000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,1611 HAMMERSLEY AVENUE,1,1956,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3039 GUNTHER,1,1890,181945
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3039 GUNTHER AVE,1,1890,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3029 GUNTHER AVENUE,1,1690,545000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3037 WICKHAM AVENUE,1,1690,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3027 WICKHAM AVENUE,1,1690,377000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3132 GRACE AVENUE,1,1890,525000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3061 GRACE AVENUE,1,1362,529000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3043 EDSON AVENUE,1,1116,200000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3043 EDSON AVENUE,1,1116,565000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3004 GRACE AVENUE,1,1280,540000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,2944 MICKLE AVENUE,1,1116,539000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,2952 MICKLE AVE,1,1116,515000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,2915 GUNTHER AVENUE,1,1861,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,2913 GUNTHER AVENUE,1,665,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2838 GUNTHER AVE,1,1844,630000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,2802 BRUNER AVENUE,1,1732,490000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3386 ELY AVENUE,1,1360,415000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3423 GRACE AVENUE,1,1339,585000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3404 ELY AVENUE,1,1700,360000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3419 EDSON AVENUE,1,1300,529000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3426 EDSON AVENUE,1,1440,180000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3426 EDSON AVENUE,1,1440,560000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,1334 EAST 223 STREET,1,1200,365000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3543 GRACE AVENUE,1,1815,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,1224 EAST 224 STREET,1,1440,580000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,1140 E 224TH STREET,1,1131,450000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1166 EAST 225 STREET,1,1384,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,3641 PALMER AVE,1,1112,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,1131 GRENADA PLACE,1,1276,475000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1125 E 231,1,1276,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1173 GRENADA PLACE,1,1188,436800
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3883 AMUNDSON,1,1701,549999
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3883 AMUNDSON AVENUE,1,1701,225000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3821 AMUNDSON AVENUE,1,1443,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3892 SETON AVENUE,1,1701,579000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3846 AMUNDSON,1,1392,327000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2118 LIGHT STREET,1,1630,10
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,2176 LIGHT STREET,1,2052,557000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2186 LIGHT STREET,1,1304,86000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3729 ROMBOUTS AVENUE,1,1330,385000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3721 ROMBOUTS AVENUE,1,1364,505000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3713 ROMBOUTS AVENUE,1,1364,250000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3708 DYRE AVENUE,1,2032,322000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3939 WILDER AVENUE,1,1116,445000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3945 WILDER AVENUE,1,1116,456750
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3977 MURDOCK AVENUE,1,1744,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,1327 EAST 233 STREET,1,1728,384000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2108 STRANG AVENUE,1,2475,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3920 MONTICELLO AVENUE,1,2472,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3963 SETON AVENUE,1,1512,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A0,3955 BELL AVENUE,1,1802,526000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3936 HARPER AVENUE,1,1224,475000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,4039 HARPER AVENUE,1,2072,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,3996 ROMBOUTS AVENUE,1,1304,459900
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,4032 ELY,1,1152,535600
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,4042 ELY AVENUE,1,1152,390000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,4072 ELY AVENUE,1,1152,247173
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,4087 GRACE AVENUE,1,1260,375000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,4028 EDSON AVENUE,1,1690,562375
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,4044 EDSON AVE,1,1296,473500
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,4064 EDSON AVENUE,1,1998,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,4088 EDSON AVENUE,1,1798,530000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,4060 MURDOCK AVENUE,1,1140,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,2143 STRANG AVENUE,1,1944,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,2141 STRANG AVENUE,1,1902,526000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2160 EDENWALD AVENUE,1,1158,549000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2324 BOLLER AVENUE,1,1608,405000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2044 TILLOTSON,1,1712,10
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2044 TILLOTSON AVENUE,1,1712,82000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,3336 PALMER AVENUE,1,1704,530000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,3520 ROMBOUTS AVENUE,1,1840,295000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,2570 HOLLERS AVENUE,1,1040,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2593 FLINT AVENUE,1,2256,0
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A1,2593 FLINT AVENUE,1,2256,610000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,2546 HOLLERS AVE,1,1711,475000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,3453 ROPES AVENUE,1,1831,100000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A5,3518 MC OWEN AVENUE,1,1776,520000
2020,2,BAYCHESTER,01 ONE FAMILY DWELLINGS,A2,3555 MCOWEN AVENUE,1,1250,350000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B3,1139 EAST 211 STREET,2,2350,550000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B9,1131 EAST 211 STREET,2,1300,124000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B2,1123 EAST 211 STREET,2,2080,820000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3532 LACONIA AVENUE,2,1912,615000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1146 EAST 212 STREET,2,1920,1
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1115 EAST 213 STREET,2,1840,390000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1145 EAST 214 STREET,2,2125,595000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1141 EAST 214TH STREET,2,2125,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3744 LACONIA AVENUE,2,2320,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3732 LACONIA AVE,2,2300,760000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B9,3770 LACONIA AVENUE,2,2061,690000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B9,1415 OAKLEY STREET,2,2125,380250
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B2,1453 OAKLEY,2,1810,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1145 EAST 221 STREET,2,2500,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1109 EAST 221 STREET,2,1932,395000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1458 OAKLEY STREET,2,2750,900000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B9,1464 OAKLEY,2,2140,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B9,1463 NEEDHAM AVENUE,2,2110,795000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B2,1410 OAKLEY STREET,2,2650,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B9,1429 NEEDHAM AVENUE,2,1840,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1462 HICKS STREET,2,3168,725000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1490 HICKS STREET,2,2046,700000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3445 MICKLE AVENUE,2,3419,749000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B9,3456 EASTCHESTER ROAD,2,2176,660000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B9,3462 EASTCHESTER ROAD,2,2071,660000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3450 MICKLE AVENUE,2,2112,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1484 NEEDHAM AVENUE,2,1939,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1486 NEEDHAM AVENUE,2,1912,565000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B2,1477 HICKS STREET,2,3393,665000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B2,1468 NEEDHAM,2,2464,225000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B9,3560 EASTCHESTER ROAD,2,2750,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B3,3478 KINGSLAND AVE,2,1760,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3415 TIEMANN AVENUE,2,1926,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B2,3431 GUNTHER AVENUE,2,3000,738000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,1255 GIVAN AVENUE,2,1975,560000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3316 PEARSALL AVENUE,2,1975,400000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3330 PEARSALL AVENUE,2,2079,1
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B3,3334 BOUCK AVE,2,1567,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3335 FISH AVENUE,2,3080,0
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3321 SEYMOUR AVENUE,2,2440,430000
2020,2,BAYCHESTER,02 TWO FAMILY DWELLINGS,B1,3343 FENTON AVENUE,2,3757,10
